vin,driver_id,start_timestamp,end_timestamp,daily_rate,region
FX7XJZ6U,DRV_5640,1027383163,,4280.23,East
4HN86VWP,DRV_9496,1153295263,1158441789,1927.78,South-East
A2G76RWR,DRV_4539,1607441305,1610033305,137.06,South-West
YLJZCCWX,DRV_1015,1618665987,1632127179,2146.51,North
CP22UR4A,DRV_9071,1308173132,1316560478,1736.47,Overseas
VQ52IP1W,DRV_8037,1066011805,1068880335,1082.48,North-West
SLNC07GP,DRV_3109,1126679224,1127666132,2702.67,North-East
EX1WDP1T,DRV_0519,1265620882,,1520.36,Central
9AODAVLV,DRV_6354,1136349761,,471.67,West
YO2QREEQ,DRV_2717,1426526831,1439294844,4027.02,Overseas
G2WYACCF,DRV_8553,1507292608,1509884608,957.21,North-East
75IX9RH7,DRV_2879,"Jan 1, 2020",1296131044,4712.2,East
T6KMWCNE,DRV_4770,1357239370,1361363106,1192.29,East
0Z650SO0,DRV_8592,1439861677,1448595047,1267.93,Overseas
ZQOUY1CP,DRV_5778,1540412598,1548125581,3583.22,Central
PYEAVU5Y,DRV_3154,1295589485,1306703137,2312.88,South-East
5QCMEOIQ,DRV_8579,1453899975,1464586679,2978.82,South-West
RNMESI8G,DRV_6917,1273513321,1284177075,3557.45,South-West
2NF1P6RD,DRV_2221,1198888786,1207747633,3637.18,Central
DN6BFHYH,DRV_8551,1158216579,1172253322,574.28,North
RA3JBPQZ,DRV_8237,1144096447,1147045075,2308.05,South-East
1QJ2ZIKO,DRV_4413,1631782506,1638926832,726.58,West
SAS511D5,DRV_0547,1257281066,1258896688,1592.91,South-West
97YOFCX7,DRV_8314,1173740912,1178968497,4641.19,West
JIQPKNS7,DRV_3161,1155341586,1156094513,511.48,East
JKD9UCEG,DRV_2281,1237571954,1247472272,3448.33,Overseas
7LQRK4MH,DRV_0390,1220041505,1230506756,2452.34,Overseas
0W6A718F,DRV_0526,1181707914,1186545546,603.72,North-East
00PFA3N6,DRV_6192,1474526569,1488589074,4381.47,North-East
GA07B3BM,DRV_1378,1318717838,1320760158,4024.61,South-West
4VHVSEAZ,DRV_8016,1447204401,1461145750,2546.58,South
M73HC9JY,DRV_3231,1289957859,1300283177,828.05,Central
YIC7TIXC,DRV_6762,1605978970,,992.98,South
9ZUBCG04,DRV_7288,1037563827,1041663597,1995.42,Central
1RTSXOF3,DRV_4807,1527776994,1529159946,4874.59,North-East
IZG9JJ00,DRV_8047,1113353038,1115367060,4466.96,North-West
7Y5R7UG4,DRV_2426,1156505909,1161173191,3560.38,Overseas
2WP88TNG,DRV_7540,1501477883,1512011085,3459.32,North-West
8BLBB7ZC,DRV_8771,965929804,966774413,1355.68,North-East
LQK7UUNA,DRV_5702,1473520076,1482102154,861.84,Overseas
0V0AHEN6,DRV_8053,1647185892,1656475933,1953.48,North-East
9HGKQVJ2,DRV_0549,1175378001,1175831181,4396.78,West
71I6YY9O,DRV_0957,1537525549,1549037092,495.69,East
V93CUMJ8,DRV_0469,1137265696,1148505287,2699.87,North-East
W9ZYN6SJ,DRV_1375,1273168365,1276624365,704.68,North-West
9O1XGJNG,DRV_6085,1649336320,,607.64,West
ADH8TNYO,DRV_2357,1618741784,1621955005,3448.01,South
SRYO4RCB,DRV_8616,1363610368,1367751468,3937.78,Overseas
6XWJ8CWA,drv_1234,1700036181,1702628181,2077.87,South-West
5AI4324H,DRV_3434,981727924,991926262,4681.87,West
WFPIVD2I,DRV_6224,1450777150,1465648657,1483.26,South
FHHZBQ3O,DRV_9401,,1627075958,1830.91,South-West
BN6VZTLW,DRV_2529,1592866190,1604492300,3981.73,South-West
5U7906NW,DRV_6092,1193654880,1204091719,2314.83,South-West
TJ3H14LA,DRV_7419,1451515017,1458077370,4720.63,Central
50KUFDES,DRV_9975,1292817083,1308360879,1520.18,North-West
BZMTKEAD,DRV_5569,1635242508,1647485836,1272.3,Overseas
X0BMZDD2,DRV_5944,1171232412,1183135915,2586.32,North
PQK1IO1Z,DRV_9858,1220477365,1234564615,3462.39,West
A9VGYOSE,DRV_4459,1268690333,1277226184,2827.69,West
1KHW8GAK,DRV_5139,1581118539,1584342980,1058.49,Overseas
N/A,DRV_1444,1435473734,1437008063,3450.13,North-West
Z50VQ2FI,DRV_5448,974713159,988087759,1880.07,East
NOBLWD83,DRV_3076,1301595296,1312689110,3039.13,North
1VAD5MAX,DRV_4279,1062358783,1075602735,2706.87,South-West
CHM2LEFL,DRV_7802,995484816,997005187,2139.45,Central
DHA6GH7I,DRV_8935,1107539311,1114560060,1711.15,South-East
6QQ2KDH1,DRV_3690,1370243595,1377639706,707.25,South-East
M10Z8M0E,DRV_2141,1463922703,1466896768,2241.72,South
2FZIGULN,DRV_1862,1241720381,1253823510,3676.72,South-West
49II3GT6,DRV_4016,1299734705,1302779608,2239.37,Central
3MIRB5RQ,DRV_3816,1025141865,1036422545,1352.86,North-East
6U2C0T3O,DRV_9525,1040602401,1050770259,1239.33,Overseas
BS5MYGKN,DRV_12345,1368874754,1371466754,1562.43,Overseas
NB7YICYB,DRV_5633,1051888103,1062206268,4004.41,East
5ATDJ7XH,DRV_5341,1557824210,1563085927,1243.43,North
BSVZRU5S,DRV_9514,1494455781,,3649.8,North-East
YMI7VXBB,DRV_6353,1481776665,,845.44,South-East
P4OVUCSD,DRV_6225,1638509584,1641101584,-231.13,South-West
5PPNOV3S,DRV_9360,1561804611,1565250270,2547.44,West
87XIR2G4,DRV_9847,1197177589,1202370726,1145.3,South
7WG8V961,DRV_5392,1189301784,1195385073,735.19,Overseas
2TGWXLXK,DRV_5752,1486382514,1497031025,3783.18,South
UACYRVHM,DRV_8268,1444179854,1453168536,2566.61,Central
PM318GIY,DRV_9184,1078155032,1084403154,2194.31,East
BYWNNNNL,DRV_7635,1550049367,1552641367,4611.85,West
VW1N6KVP,DRV_6025,1377587842,1378246485,3648.15,West
8L14QKE8,DRV_9342,980578666,989335922,446.91,South-East
P60YKL9R,DRV_7846,973227069,985166242,3914.96,South-East
3EXS4CYQ,DRV_6879,1103013056,1115745733,403.88,North-East
U1IWAAYR,DRV_5133,1277117811,1281705790,1529.57,North-West
PEL03XXK,DRV_8267,1225832276,,630.58,South
4R5SF6AX,DRV_5932,1462784569,1475251968,2821.98,South
P6MKT7S1,DRV_4924,1123018121,1125610121,4943.26,North
TF273N3B,DRV_8560,1088480959,1102022903,4055.75,South-East
38HSL1FG,DRV_3087,1356796395,1371460179,3755.42,North-West
2M2XIPRT,DRV_5769,1505195881,1508732410,1119.02,North-West
87ZF1A79,DRV_7933,1157103458,1161228074,4592.66,Overseas
EN2ESQP2,DRV_5468,1481924378,1497386906,4517.25,North
B6HXCK1F,DRV_9363,1309401394,1323723277,3321.63,South
O3SO0JMT,DRV_4116,1185767771,1190315394,3954.66,North-West
XKH7YDH9,DRV_2967,1032256768,1037795732,2722.51,Overseas
ZS9NFVTI,DRV_7232,1122092681,1132537348,3658.9,South-West
KH2NXXMS,DRV_2611,1367376585,1382377291,567.84,East
8KX7G9S0,DRV_2740,1572423649,1575421453,533.78,Overseas
US3TLHM2,DRV_4787,1063845485,1078337726,1235.48,North
0N26DQXK,DRV_1920,1646916999,1662261819,3336.02,South-East
7LXMZKG8,DRV_2991,1590119667,1597102524,2295.32,Overseas
CRCLWPGS,DRV_3617,999998421,1008009929,1081.44,Central
J80E7NV7,DRV_7472,1477614039,,1181.52,East
FVL03DUT,DRV_9471,1129456893,1141576174,1716.12,East
YN2YJW20,DRV_7444,1634339752,1638899009,3363.31,West
L3MLNPSF,DRV_0632,1165835770,1178965385,1112.06,North-West
1ZF35YPE,DRV_3437,1531588964,1546084636,3061.12,South-West
INCS6IUF,DRV_6203,1133477305,1140874631,4025.45,North
ZDDH1635,DRV_6580,1455177846,1457890296,3494.99,South-East
CSDU3PJT,DRV_6273,1432280027,1440636363,991.47,South
JXU2X6O5,DRV_9733,1448894253,1451486253,554568.16,Overseas
TMTWQ2VZ,N/A,1646609620,1649201620,3423.95,South-West
8UCKM4IZ,DRV_8686,987009759,992697257,4683.18,North-East
01INHKIX,DRV_9425,1567799060,,3057.49,West
PBW96GIY,DRV_4792,1501200363,1507542019,2492.67,West
LS3GACAG,DRV_0355,1085538577,1097400623,589.46,North-West
5B6Y3GXE,DRV_5798,1355104101,,1440.27,South-West
VJXV873E,DRV_3094,1480410478,,4316.02,South-East
CM8JJ6AV,DRV_0483,977681066,982321146,725.25,South-East
CMNGNLNH,DRV_4515,1630081392,1636856108,4950.63,North-East
F5X9EE34,DRV_8845,1165106731,1168562731,1623.05,North
VNK2SLQ3,DRV_3950,1591051523,1604002666,4913.51,East
7C9ZVVC1,DRV_3887,1627839925,1631113018,318.29,South-West
GBNIUD1A,DRV_2589,1424799436,1438148350,4916.14,Central
D4C66FHT,DRV_4709,1423880026,1428082858,3248.39,South-West
DF3JPHNB,DRV_0988,1446477691,1460800787,2990.46,South
RRVSFFCX,DRV_6753,1077513409,1078910394,1595.0,Central
I01DCHLI,DRV_1372,975162937,981913377,761.59,South-East
YE1SOFPV,DRV_7723,985614852,987265549,4006.38,Central
TFYTEEA5,DRV_1280,1509901537,1520476506,1528.88,North
G5DZX5QJ,DRV_8428,1018585407,1032962857,2402.38,North-East
23F42XZH,DRV_5591,1206851585,1211144788,2339.8,North
DIGXL9YS,DRV_8319,1367591832,,3448.59,South-West
8OJXUG4Q,DRV_3010,1040763598,1052948356,3046.12,South-West
C3FZ47I0,DRV_1616,1590870625,1591989072,4288.12,North
087SSPW5,DRV_2487,1226219481,1227505069,358.49,South
4UK03BO0,DRV_2942,1573712160,1577593983,2013.82,West
0V2ZP4JU,1234,1247674242,1250266242,1862.77,East
TS91AFF0,DRV_3405,1083212215,1090440748,3102.0,East
ABTGDJZ0,DRV_7246,1519256331,1521672209,3446.36,North-East
RW7CTXDH,DRV_0984,1478107906,1479588381,654.42,North-West
L5Z2J0R4,DRV_7276,1199023002,1204692599,1490.62,West
XTC1A2F1,DRV_0193,1142860013,1149863180,1270.2,East
ABKN37OK,DRV_3032,1445648785,1455404918,1009.5,North-West
NLV4MJG3,DRV_0206,1360308589,1371577656,1979.58,Central
S4G5V2NV,DRV_6410,1287294351,1288555563,2751.32,South-East
ZOVS32YK,DRV_8099,1498284598,1498959989,4083.2,South-West
6MW5VWZK,DRV_9675,1586250635,1591776496,2672.19,East
399GNV0K,DRV_8607,1494767140,1503643546,4486.34,South-West
ZHCZJDZ6,DRV_1492,1357718126,1370889793,2515.32,North
R3Q9QL3Y,DRV_2513,1215193515,1217455040,816.99,South
HORAX46O,DRV_8060,1399175603,1410265607,2879.37,Overseas
RPJZ3N3M,DRV_0752,1064902274,1069143445,3258.38,North
7U1V4AVG,DRV_2829,1453082657,1457170301,3332.97,West
B2DTTNOO,DRV_0137,1504032838,1511570361,2681.68,South
HVFPXX60,DRV_5166,1249880089,1251531742,4614.58,Overseas
XYALAOZZ,DRV_2306,1641883183,1648010525,2882.42,South-West
ZCGJEE0N,DRV_7105,1259394485,1271176282,3232.78,South-East
OTH9RIQL,DRV_9360,1283350183,1286873996,2412.9,South
4B09V07O,DRV_7389,1355565479,,343.34,North-West
K3WUK91W,DRV_1938,1079356516,1082725733,680.55,Central
K7I8Y3MH,DRV_8177,1483938586,1490995624,1854.06,North-East
LIXWJR1J,DRV_6876,1205112663,1207704663,122.02,South-West
NULL,DRV_9584,1269303421,1276233310,1521.65,North-West
S5JITXNG,DRV_9219,1062483120,1069123265,2853.17,North-East
RMPPC3HP,DRV_9135,1269460242,1278214052,1821.26,Overseas
SRNK3MXT,DRV_2745,1056759138,1063754923,3768.08,Central
JQWZCTHX,DRV_3491,1604193835,1612674826,921.47,South
95ABZ76N,DRV_3389,1380645125,1394714661,3765.91,Central
1YH6W5OR,DRV_1594,1155093056,1158342221,2227.9,North-West
EJ0VSIAQ,DRV_8804,951007046,956970395,4688.59,South
IADDUR82,DRV_6879,1337080349,1339207954,1014.27,North-West
01FA22GH,DRV_2814,1318425351,1330977201,4556.36,South
FBT7MGBD,DRV_4296,1441595521,1456322581,4389.69,East
XE4A52PI,DRV_0816,1309474036,1311231227,4238.5,North-West
WNM7KO3V,DRV_4740,1174414328,1176364328,3618.33,South-West
EF8QGZBY,DRV_8319,1229454310,1232134865,4719.29,South-East
QHS9CKHA,DRV_4288,1686164241,,3244.93,West
WEAQF60W,DRV_9358,1042785661,1056501945,4070.73,South-East
FDZ1X7RM,DRV_5993,1185805722,1191461839,3665.24,South
KZQ3HFRJ,DRV_6551,1227314733,1241304295,417.45,East
T2E077U5,DRV_10000,1317144559,1319736559,4473.09,South
3TAYB5BB,DRV_7438,1181975129,1185992891,2540.86,East
00000000,DRV_5885,1434055658,1447958864,4521.05,South-East
UIRVUFN0,DRV_6912,1491299780,1495650216,3891.52,West
UG82Z8EX,DRV_2670,1032356027,1035566383,3158.82,South
Y4RGPMC5,DRV_1339,1469067934,1484049908,2025.27,North
PZFD35RX,DRV_8976,1256090990,1259907842,650.8,West
M8O9R2IL,DRV_8846,1273720102,1288902360,2799.9,North-East
,DRV_3036,1044619450,1108133051,4693.36,Overseas
KNXMFH5E,DRV_8820,1276938275,1277289103,3559.4,Central
YIO0EMKC,,1510436873,1513028873,3548.9,South
FMX9IYHO,DRV_2284,1445972417,1447625464,2757.84,Overseas
6T8KNZK6,DRV_3480,1508579699,1511464138,987.38,North-West
0ZH4890Q,DRV_2127,1575483343,1581334862,1236.71,West
74M3BOJ3,DRV_5232,1538174186,1541771226,1407.62,West
010YXSD5,DRV_7605,1416867820,1422852924,2150.52,North-West
UULKD8WH,DRV_ABCD,1582723161,1585315161,2296.54,North-West
XMXB9YO1,DRV_2040,1074793291,1085682748,2684.7,North-West
Z1V2YLA6,DRV_8753,1192558513,1194198445,2899.3,North
O9YTNDXN,DRV_0539,1415424958,,4969.54,South-West
V0TJH9AS,DRV_6485,1414224613,1415462148,4028.83,Central
UPQTRW09,DRV_6680,1463042638,1469840741,2019.94,South-East
16CUASHE,DRV_0718,1650523026,1657634034,2119.78,East
2M2XIPRT,,1551094075,1553686075,562.99,South-East
VB37GMX9,DRV_4166,1178891939,1188496364,4491.56,Overseas
1TA586IR,DRV_9896,1341770542,1345427653,3660.3,South-East
TPS7KQZ1,DRV_3975,1542499750,1545924228,4565.99,West
nan,DRV_1512,1627031694,1632132832,3994.32,East
R5D2TBAC,DRV_2569,1233860244,1241428596,3318.34,West
9V6ZSMWO,DRV_3221,1125491685,1139964946,4885.56,West
KYN37MOV,DRIVER_1234,1619629610,1622221610,2774.36,Overseas
ME7IJJZT,DRV_7098,1051643471,1053855913,3398.95,South-East
S0JECKOU,DRV_0624,1072069929,1073369491,633.86,Overseas
06M5L1MO,DRV_1608,1374952754,,4151.59,Overseas
MBAOQR8S,DRV_5195,1039876003,1053711761,3928.33,Overseas
AJ8FONU6,DRV_9771,1445917355,1455463480,1018.67,Central
JCPUC8SO,DRV_9393,1632564144,1640087575,4311.34,North
S2SLR4EH,DRV_3398,1583515274,1597673727,4220.57,Overseas
VIN12345678901,DRV_5673,1314079771,1316671771,2812.24,North-West
VBCH0Z31,DRV_3418,1197568622,1202745075,3800.78,East
IRDLK9EN,DRV_9530,1285429049,1298808583,458.05,North
X1G15UAJ,DRV_2617,1617691496,1616857276,2166.75,West
YY4JUFN2,DRV_2212,1542720027,,2691.91,West
EUOFKE74,DRV_7650,1451884596,1453716460,4397.83,North-West
V1UC8EAN,DRV_4795,1615920995,1625427169,1356.59,North-West
0188QR7J,DRV_8634,,1492944244,1019.54,North-West
J4I3DOYC,DRV_9904,1019929986,1024975431,4169.26,Overseas
  92Y57QF6  ,  DRV_3890  , 1228752413 , 1231344413 , 1038.32 ,  Overseas  
9HGKQVJ2,DRV_6498,1163708991,1175168316,2086.69,North-East
7002G3YU,DRV_2360,1282655321,1288079609,2297.92,Overseas
N515CKT1,DRV_8098,1498264194,1500697121,2544.06,North
JNSPSKTR,DRV_1839,1582595906,1590968200,3836.34,Central
69N40GMQ,DRV_6829,1071821551,1075538288,1434.28,North-East
YX9WQR5E,DRV_7191,1621061535,1636270708,428.87,Central
JU1BP9JS,DRV_1240,1635142966,1636643573,1561.39,North-East
AZPOO8A8,DRV_6207,1454180576,1462580765,2939.87,North
0HVNFW3X,DRV_1308,1589112220,1590046698,4143.37,North-East
ZQ7GBJWA,DRV_2914,1547667276,,1615.9,Overseas
Q4UEK4KB,DRV_9508,1012433778,,4800.99,South-West
FRGYAI7E,DRV_1936,1580055255,1587243256,2462.6,South
R1,DRV_2858,1289757951,1292349951,2226.28,Overseas
9HBPIW4T,DRV_3080,1350779702,1355969657,3603.91,South-East
K3WUK91W,DRV_4064,1025816979,1035329150,3550.93,South
JFW8WU3J,DRV_4735,1006112895,1006004246,1739.94,East
GUTJFICL,DRV_1208,1386301388,1397237630,3530.04,Overseas
PIFOLM1V,DRV_5901,1053698579,1052885728,2608.08,South-East
JNJ6T033,DRV_8611,1482072671,1487467629,847.67,North-West
VSCHC78I,DRV_1917,1547667852,1560420454,1670.27,North
9IFDVBWE,DRV_4519,984699004,998983830,3346.54,Overseas
XG66DOFT,DRV_1580,1449732766,1459961939,1102.39,Central
03IT2EN9,DRV_9914,1384749712,1399920152,2975.74,South-East
IY1BFW7J,DRV_1346,1617958617,1626522587,1283.08,East
FV0QXKLR,DRV_9506,1173765652,,2698.34,North
MTZ1FPR7,DRV_5178,1612095392,1627479618,797.23,West
FVTEC90K,DRV_4745,1520824709,1526653984,3986.46,North-West
N20PY43V,DRV_3347,1622121707,1622800146,3808.34,North
P0IV1TOP,DRV_9708,1029659114,1030218458,1696.82,South-West
PO7WKWVU,DRV_2752,992631272,1004407453,2268.35,Overseas
6RLF4XG3,DRV_2802,1001980523,1013096313,349.55,South-West
OQX8PLPT,DRV_9751,1269364995,,4323.25,South-East
FHG3SPHD,DRV_1387,1617018413,1619610413,311.88,Overseas
LW1Q5DL6,DRV_4000,1540001931,1550432586,3697.93,West
MSWRR909,DRV_3434,1308060003,1313667511,3650.71,South-East
5D95KIOU,DRV_5202,1427202013,,2137.62,East
MLVHS21H,DRV_7954,1090568457,1100204125,3622.36,South-East
UD30E47L,DRV_5868,1517148579,1519237771,3849.76,West
WUUMO7OP,DRV_0993,1148737741,1150017564,4872.59,South
CN1935WG,DRV_0430,1290877427,1294684288,1793.07,South
2I5QBTPX,DRV_0736,1525212561,1539941171,2321.34,North-East
ILRIOU3W,DRV_3255,1661983660,1668724069,2515.24,Central
FTQGQQH7,DRV_0436,1151255941,1155482810,4748.84,West
Z50VQ2FI,DRV_2251,1573214426,1580236536,2799.83,South-West
E9XR9PXI,DRV_1404,1216574580,1219042932,4418.95,East
HAVSSLTX,DRV_5288,1173691538,1186931431,4319.5,South-East
XTPJB4IP,DRV_8676,1124361682,1133926463,1755.43,North
5OXT7SRN,DRV_4411,1212099428.655,1214691428.810,4289.27,East
MMMMMMMM,DRV_8864,,1737746052,4066.36,South
YCNIDS13,DRV_3210,1013314847,1013408618,2408.34,South-East
VN3OM84J,DRV_4551,1235780618,1246381165,4235.66,East
ZSKU3OCG,DRV_6152,1551972507,1553091453,2210.21,West
0LI8KAWU,DRV_2777,1669662271,1679481233,4360.02,North
ZZ99HH4R,DRV_2646,1011092881,1019519004,2251.19,North-West
NU7UHTFV,DRV_5502,1329281712,1340334014,4769.54,North-East
GHW9X5T5,DRV_8747,1154539935,1158610429,998.88,West
ZC8MBQTU,DRV_5933,1173965668,1183867585,3100.08,East
QIZ4321L,DRV_4791,1295185793,1307732719,1908.49,South-East
DRPIGMWC,DRV_4415,992783255,994154866,748.72,West
TUPUSQSB,DRV_3525,1289998518,1303601075,2458.45,North-East
EHQ403IV,DRV_2043,1066047170,1068901049,621.67,Overseas
8DS0YVZV,DRV_2358,1549284862,1564224110,1638.03,North-East
DBIS380F,DRV_9353,1119914993,1122506993,35.68,Overseas
KUA7FI1H,DRV_9260,1284537314,1296058246,3871.44,South-West
12345678901234,DRV_5788,1643190766,1645782766,2150.75,Overseas
HCQUTXQ7,DRV_5884,1334073454,1336713839,505.43,South
08DW54I3,DRV_8166,1549089415,1561875204,4488.04,East
US37UOBA,DRV_1251,1041000853,,4932.74,Overseas
37VDG5RK,DRV_7937,1009982231,1010116615,1764.55,Overseas
NBE1VJAR,DRV_7606,965944134,973453513,4505.4,East
V61LFNRB,DRV_1273,1424732608,,842.44,South-West
6IDIIOH6,DRV_2959,1613283334,1628473863,2959.78,North
TBD3SJW1,DRV_9119,1484691268,1487838298,3749.33,North-East
9XX936XY,DRV_2595,1172390340,1181582410,1276.76,North-East
V4GXOH4R,DRV_7838,1069237266,1070231784,2572.44,West
A0G3368Z,DRV_2731,1277759388,1284885089,4765.32,Overseas
J0RYY4GI,DRV_9052,1106470570,1121063749,3246.53,South
7UXHVDHG,DRV_1942,1373742465,1382137415,2755.05,East
7JC6QBDE,none,1147222253,1149814253,4501.06,Central
CJ146K18,DRV_5217,1307521511,,1165.71,South-West
DIOU6UGS,DRV_1189,1489394505,1492283385,3438.24,East
KYVEJ11P,DRV_7030,1056478449,1064643129,3665.34,Overseas
6HDLZX5G,DRV_1703,1040715386,,2553.2,South-East
,DRV_6344,1731023783,1275491698,2886.35,West
Q8JDXS0U,DRV_5943,1045834975,1053691125,3682.84,South
13JF46DE,DRV_2417,1299163546,1306967668,1765.42,North-West
DKVLRL77,DRV_1880,1376910449,1381591536,3043.07,East
FBFF9663,DRV_4069,1459538543,1464731341,1711.93,North-West
NB9UHLND,DRV_0528,998420868,1001094044,2777.86,West
K5FGYHFI,DRV_8345,1223856818,1228207486,4642.62,North-West
0AXTDM7D,DRV_8276,1331676200,1340632144,3927.71,Overseas
F97CY0W5,DRV_0955,1533439108,1539714617,458.67,North-West
MNX08CPX,DRV_8056,1407425728,1412515222,4731.28,South-West
8UYK4NB8,DRV_9678,1216002309,1214709504,3753.59,North
Q3N0AK74,DRV_8421,748151304,750743304,1173.44,North-East
Q5CC8I7H,DRV_00,990202793,992794793,4856.51,South-East
VRLTYT3V,DRV_0765,1268399627,1270409788,4311.96,North
BX6ADLOR,DRV_7645,1250023131,1253367145,4129.76,South-East
5WUIH2JY,DRV_3886,1437181131,1439821667,3341.68,Central
ZA7MFCMO,DRV_4341,1545098960,1551914557,676.5,Central
5I2MT71R,DRV_3117,1264357372,,4204.49,West
ULLP5EP3,DRV_5409,1155377206,1160712512,508.48,North
M9X798YB,DRV_8310,1285026402,,892.84,Central
OIQ2Q4QE,DRV_4661,1165828210,1176992679,3265.93,South-West
,DRV_8551,1410657962,1289264144,4529.69,South-West
5X0648NL,DRV_6274,1575879669,1590459475,1543.02,West
M8CKHDY4,DRV_2031,1255289482,1269935373,3891.85,South
OPRBTOUX,DRV_5471,1181748506,1187433126,3480.76,Overseas
2QFJP2PN,DRV_1299,1114624463,1125757893,3257.03,South-East
IZ74RDPU,DRV_7522,1622370319,,1638.48,South-West
R2OZZ9Z7,DRV_4619,1491766720,,4503.48,Overseas
TYIFJHS1,DRV_5933,1291305558,1297775511,1012.98,South
9SMGP44D,DRV_8561,1045279112,1049369182,634.4,Central
RLWPOECQ,DRV_8049,1538836847,1536996602,4439.59,East
9S5I43K2,DRV_4110,1117842148,1121120886,4027.22,Overseas
CYKJB85L,DRV_3695,1653090734,1666882133,2171.9,West
1EJ65QQD,DRV_2741,1111718322,1116244879,2565.35,North-West
SXCWVUT9,DRV_5938,1711588144,1714180144,4339.18,East
K5FGYHFI,DRV_6564,1391304440,1400876342,1272.62,North-West
KUMCISYO,DRV_1813,1209074776,1212715717,3329.97,South-East
IJEJMS73,DRV_5365,1287785726,1293136525,797.87,North-West
68NTK63N,DRV_5656,1565737176,1572189886,1848.1,South-West
1UGJZGWS,DRV_2626,1417930507,1419911996,1978.52,North-East
GR83F5U5,DRV_9509,1218301553,1227615937,3886.32,North-East
8M3M0X3R,DRV_3347,1118286398,1130862941,1519.22,North-East
1GPW2GZI,DRV_4920,1154509989,1163409100,2280.14,South-West
QY0GX662,DRV_2713,1256357338,,3530.47,South-West
Q90DQHJ4,DRV_9962,1627819186,,765.11,Overseas
SF0EU2KM,DRV_0801,1096327279,1096842484,2858.68,Overseas
4XBUPD21,DRV_2827,1013565661,1025117759,3803.4,North
268VOFH2,DRV_5794,1293513394,1306407946,4448.91,North
IGBRI154,DRV_1597,1046110214,,3972.78,Overseas
1R8VNRPJ,DRV_6147,1061539897,1065751694,827.67,South-West
WB98P84L,DRV_4199,1465506652,1479747841,3474.25,South-East
MJEID1SD,DRV_7935,1216019974,1219633017,3256.82,North-East
CRZQOH1E,DRV_6275,1616549198,1618750250,3957.1,East
CE0XIZPV,DRV_6624,1101617057,1115000581,2027.47,South
2BDOPTR7,DRV_0935,1554725534,,4373.35,South-West
9OQAGRWG,DRV_8931,1380129839,,2408.57,North-West
BEFRDV64,DRV_3416,1145585152,1160458739,4378.8,North-East
HBVJSFMW,DRV_8652,1115661619,1129094399,1157.59,North-West
4EILUF3H,DRV_6922,1328172397,1336109803,1143.56,West
8CG90MX7,DRV_0766,1430107941,1430935463,1414.1,East
J5RNO5GL,DRV_3021,1472897707,1479158492,3735.04,East
3SMMS3GS,DRV_3659,1337759953,1346322667,1166.78,South-East
8LCHAPOR,DRV_6269,1084661949,1097180197,2981.21,North-West
6NSCUIEC,DRV_7528,1616835292,1624373298,2919.71,North
DHA6GH7I,DRV_6287,1234808744,1244473314,3421.61,South
40XK3036,DRV_6212,1025037471,1029199352,2494.45,North-West
1DIS5PFI,DRV_9949,1597301480,1612100052,4259.99,Overseas
JKPS73IL,DRV_9369,1530248635,1536934798,470.5,East
9ENGA01Y,DRV_2787,995789582,1004243169,598.87,West
CN6CYO51,DRV_4752,1026478156,1039974953,4911.67,Overseas
UI75YJF6,DRV_9698,1318532200,1331367338,2156.45,West
AGTSXTHN,DRV_3174,1058319011,1067764003,3112.83,East
2H02DZEM,DRV_3389,1135339142,1136089834,2894.82,North
TAT05IQ2,DRV_3827,1176034180,1184078856,1389.91,North-West
V02AVD1C,DRV_1824,1244902477,1247245861,3532.8,West
W5U4TZOH,null,1296548935,1299140935,3906.28,South-East
1D5C21O6,DRV_0259,1308492703,1317164558,641.57,North-West
7489NZHQ,DRIVER_1234,1512771035,1515363035,2554.85,Overseas
Q0MJKKEG,DRV_4832,1103892085,1110139800,1755.17,South-East
NWOMX3HS,DRV_6179,1570992153,1577634655,3528.61,West
T3ZA2EDY,DRV_3365,1503106574,1512168632,4371.82,South
QILQWHMF,DRV_6963,1151011508,1157295713,3059.4,North
31T6ERQ5,DRV_8752,1569087723,,2022.96,North-West
LL6BWLQC,DRV_4753,1585859761,,572.58,North
,DRV_8711,1428242545,1748789509,1866.49,South
5CYBRU85,DRV_6178,1614957388,1620479920,4293.67,East
4SRRJIJQ,DRV_7268,not-a-date,1514866530,1006.51,East
JNSPSKTR,DRV_7225,1579769353,1582005351,1915.39,South-East
P6VIARPH,DRV_4895,1402135305,1404568335,4610.22,West
FTQGQQH7,DRV_0808,1167873898,1178248471,3580.11,North-West
R3WD5RPI,DRV_9385,1350623260,1356534114,3832.08,Central
IYGP2ZES,DRV_5718,481493378,484085378,2483.4,South-East
PUUT9GYW,DRV_3979,1378200428,1381864115,3426.75,Central
WBVV0TL1,DRV_0998,1068703315,1077612140,4135.88,North
I0JQWL1O,DRV_8253,1509419162,1521981613,3934.32,East
E25W6XNA,DRV_1817,1589904174,1600519477,4819.16,South
BTPDO7YF,DRV_0653,1366847192,1375536215,1729.9,East
6IM00B6V,DRV_6308,1655734287,1665659610,942.52,South
317KO7CT,DRV_5043,1172992421,1176025079,2020.01,North-East
CLJXCMR5,DRV_1897,1470893873,1484510620,1374.56,North-East
84OTYBC6,DRV_3506,1462750415,1476286936,1288.65,Central
