vin,model,mfg_year,fuel_type,base_kmpl
50ZYDU4X,"Freightliner M2, Heavy Duty",2000,CNG,10.72
5HWG25HJ,,2012,Electric,3.3
WDERU2PC,IC Bus CE Series,2016,Electric,4.36
N4Z04XGM,Ram ProMaster,2022,LNG,13.56
5CUEY659,Model XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,2015,Hybrid,13.07
4MUTKBA4,International LT,2010,Electric,5.32
A12TYEVC,Ford F-750,2005,Hybrid,12.23
ZHFFI133,Ram ProMaster,2002,Electric,4.72
euwace9e,Mercedes Sprinter,2022,Hybrid,19.73
6Q3DSD67,Hino 268,2026,Electric,2.6
NTOBNLHP,Kenworth T680,2006,Hybrid,17.96
Z3ADHF02,Blue Bird All American,2010,LNG,13.84
D1RL6ZAZ,Rivian EDV,2003,LNG,11.59
LQ0NH0RU,Kenworth T680,2023,Petrol,6.66
LTZQWDYV,Arrival Van,2024,CNG,8.23
2WJETXZS,Blue Bird All American,2006,Hybrid,16.14
4YO0KDZJ,Nikola Tre,2000,LNG,12.05
RWO4K0VK,Hino 268,2022,LNG,N/A
AJN5XLKN,Freightliner M2,-270,LNG,13.31
JS9ED4AY,Peterbilt 579,2006,Electric,2.89
96FTWYJK,Freightliner M2,2010,LNG,10.9
PDLXILEI,Peterbilt 579,2023,Petrol,13.76
CNZ0IVSI,Hyundai XCIENT,2020,Diesel,5.55
OXLCK2OP,Hino 268,2004,LNG,9.29
27OBA89F,Freightliner M2,2004,lng,18.48
LO4RKZ30,International LT,2017,LNG,11.78
FUAM8BGD,Hino 268,2015,Hybrid,15.65
JUAEANLX,Ram ProMaster,2019,Petrol,10.68
V87WFYLA,Ford F-750,2010,LNG,8.44
2UTY4QUM,Ram ProMaster,2025,Petrol,6.83
RGHXZWE2,Western Star 5700XE,2011,CNG,15.43
ACFSF6ZF,Arrival Van,2017,CNG,14.79
PUFL1Y408H3,BYD 8TT,2019,Petrol,6.77
IJPISTAT,Freightliner M2,2016,Electric,2.82
PN74PF4I,IC Bus CE Series,2006,Diesel,13.05
GG2B9IQI,Nikola Tre,2021,Hybrid,17.77
2J07ILBT,Ford F-750,2006,Electric,5.15
B3ODF76I,Chevrolet Silverado 4500HD,2005,Diesel,6.85
DCOS516X,Peterbilt 579,2016,Diesel,8.7
XZH37LA8,BYD 8TT,2006,CNG,8.2
CZ1DW77X,Mack Anthem,2024,CNG,13.31
UYHTPMW9,Blue Bird All American,2013,Electric,3.13
T04FP7AT,BYD 8TT,2025,2,10.74
0O6H5L3X,International LT,2019,Diesel,10.75
U,Tesla Semi,2002,Diesel,12.12
KIL4DZO3,International LT,2007,Diesel,9.86
G8KJS7BB,"Freightliner M2, Heavy Duty",2003,Petrol,6.28
FIUPQKPN,Blue Bird All American,2003,Petrol,13.88
KNYSGOHK,Ram ProMaster,2017,LNG,11.23
M9DEF3H9,Mack Anthem,2011,Diesel,5.07
BNBWGSKW,Kenworth T680,2023,Petrol,15.89
TWT2I9OW,Mercedes Sprinter,2009,Petrol,17.16
Z368QOLQ,Nikola Tre,2010,Diesel,12.4
F50GZ01Z,Kenworth T680,2026,CNG,9.5
8LHPWF5X,Ford F-750,2021,CNG,14.19
847MVO9K,BYD 8TT,2002,LNG,9.44
1HGB/225,IC Bus CE Series,2003,LNG,10.29
QGMU5712,Mercedes Sprinter,2023,Petrol,7.15
CZEOL2NB,Tesla Semi,2002,Petrol,7.31
RY3YK7Y6,,2001,LNG,11.42
XJGBQFQS,Volvo VNL,2003,Diesel,6.17
6ORB3EFC,Chevrolet Silverado 4500HD,2015,Electric,NULL
GZNXCSZZ,Rivian EDV,2018,Petrol,15.46
NULL,Volvo VNL,2025,Hybrid,19.28
3SGFSUZC,Kenworth T680,2024,CNG,8.09
5ATDJ7XH,Freightliner M2,2015,Diesel,12.21
FJ2ETPSE,Arrival Van,2002,LNG,11.43
QBV33BHT,International LT,2021,Hybrid,5
4NZD2A1X,Ram ProMaster,2025,Electric,4.24
OTESU2HT,Tesla Semi,2022,Hybrid,16.02
078TXBMO,International LT,2001,LNG,8.0
M0PN9SSX,Ford F-750,2016,Electric,4.16
75UQQITL,International LT,2018,Diesel,12.85
FSH414J3,Peterbilt 579,2026,Hybrid,20.66
2hu9d7wu,Tesla Semi,2024,Petrol,14.97
MBERSC8U,Hino 268,2002,Hybrid,19.09
AXFZ4ENY,BYD 8TT,2012,Petrol,10.01
DVGNIC62,Thomas Saf-T-Liner,2026,Diesel,12.27
AB3L9V66,Ford F-750,2003,Petrol,6.13
INZVJ1FQ,Isuzu NPR,2017,Electric,5.94
1Y9NPIBN,BYD 8TT,2021,Hybrid,17.44
9CK7A7K9,Tesla Semi,2016,Diesel,6.37
GXX2DSXX,International LT,2025,Hybrid,15.73
  VEVO9ODG  , Peterbilt 579 , 2017 , LNG , 9.94 
DBK4EPBO,Ram ProMaster,2026,Electric,5.19
1W43JIBI,Peterbilt 579,2025,Diesel,14.89
1PAJEHXR,BYD 8TT,2021,Diesel,7.68
Z2ZMIGFI,Mack Anthem,2012,Electric,5.59
V1MM9432,Volvo VNL,2005,Hybrid,20.86
UUHHX4R4,Kenworth T680,2009,Petrol,17.67
WKPAWOKC,Tesla Semi,2007,LNG,12.14
NULL,Volvo VNL,2017,LNG,10.75
UEH4JGW9,Ford F-750,2025,Hybrid,15.8
ORD02HG4,,2013,CNG,15.13
88QHOQ3I,Chevrolet Silverado 4500HD,2006,Electric,2.83
BPWNESBO,International LT,2006,Hybrid,12.61
IB7LWPJO,Arrival Van,2023,Electric,13.09
YCNIDS13,Thomas Saf-T-Liner,2011,LNG,12.59
UW6ZDZDB,Ram ProMaster,2000,Hybrid,14.95
TXEO28WX,Ford F-750,2026,CNG,13.42
V4DWVHNZ,Thomas Saf-T-Liner,2021,CNG,9.47
84F4G9UU,Isuzu NPR,2006,petrol,17.41
65W64YQJ,Western Star 5700XE,2019,Diesel,14.63
K4L1ANWP,Arrival Van,2007,Hybrid,16.62
95IG9SZ3,International LT,2002,LNG,9.19
0ATVZKHI,Nikola Tre,2026,LNG,8.72
6B4626S2,Mercedes Sprinter,2021,Petrol,11.45
JJGYN7GI,Volvo VNL élite,2010,Petrol,16.45
XV98S30W,Western Star 5700XE,2006,LNG,7.15
0BMZW753,Chevrolet Silverado 4500HD,2018,Petrol,8.43
8N1I9S84,BYD 8TT,2011,CNG,12.53
E5IO3MP1,Rivian EDV,2004,Diesel,6.35
XRFUUVNV,Rivian EDV,2007,Electric,5.54
1UZ5ZCFP,BYD 8TT,2021,Electric,4.69
BT1M4XKH,Hyundai XCIENT,2006,Electric,3.24
JANKDSSB,,2017,Diesel,10.21
A87L0N9N,BYD 8TT,2013,Diesel,6.2
V44CM63Z,Freightliner M2,2016,Diesel,10.1
BJHZAXV6,Ford Transit,2008,LNG,11.72
3WG7CWW3,Peterbilt 579,2004,CNG,11.86
33B05ER5,Ford Transit,2003,Hybrid,17.46
ROTSV22H,Ford Transit,2004,Electric,3.58
TNGTG2LG,Hino 268,2016,Diesel,13.13
JLBV2MX6,Freightliner M2,2017,CNG,13.1
CTLQ8W95,Mack Anthem,,Petrol,7.54
VEH6O7YU,Thomas Saf-T-Liner,2007,Diesel,12.53
1KQ1YJ94,Ford F-750,2022,Hybrid,12.96
KWW5KJDU,Ford Transit,2010,CNG,14.33
NRU4UICC,Blue Bird All American,2004,Petrol,16.05
HT8XKODY,Ford Transit,2002,Hybrid,20.62
BS5MYGKN,Kenworth T680,2023,Electric,4.18
YZF5GXP3,Chevrolet Silverado 4500HD,2010,LNG,13.18
MIA63YMD,Kenworth T680,2017,Electric,4.58
DU7RMXFF,Tesla Semi,2018,Petrol,7.37
C06S7U9Y,Freightliner M2,2022,LNG,16
7L6Z6EN9,Kenworth T680,2007,Electric,2.92
7J2XI3TA,Blue Bird All American,2020,Petrol,13.26
BFONH6FN,Peterbilt 579,2014,Petrol,15.73
ZUJBOO0F,Ford F-750,2023,Hybrid,13.16
Q3P06VLN,Ram ProMaster,2024,Hybrid,14.01
1FB0GQ3A,Kenworth T680,2006,LNG,12.34
VJJZ8F3U,Tesla Semi,2021,Petrol,16.82
32XRLQIC,Tesla Semi,2026,CNG,14.6
RFOI0HLA,Kenworth T680,2000,Petrol,7.99
1J6JMLBC,Hino 268,2023,LNG,10.87
M,Mercedes Sprinter,2023,LNG,11.74
1UGJZGWS,Thomas Saf-T-Liner,2004,Petrol,17.93
FIGX33CM,Nikola Tre,2018,DIESEL,13.08
445QYPE3,Kenworth T680,2018,LNG,9.48
DH0V22QC,BYD 8TT,2011,Hybrid,15.86
F0OFDRCL,Volvo VNL,2005,LNG,0
YFL2PWO9,International LT,2021,CNG,0
DHT5G7H1,Blue Bird All American,2004,LNG,7.61
SG6BYHAD,Volvo VNL,2017,LNG,7.34
DO8SDXAM,Freightliner M2,2020,Petrol,15.55
EHQ403IV,BYD 8TT,2001,Hybrid,10.2
9OHCWRLJ,Hyundai XCIENT,2003,Hybrid,19.83
D5OUVPVA,Tesla Semi,2004,CNG,
LG6P87ID,Blue Bird All American,2005,Diesel,8.16
2X4WB2AI,Ford Transit,2016,CNG,10.51
7V0RA01J,Freightliner M2,2004,Hybrid,29
Y0TB1ZPP,Mack Anthem,2003,Diesel,9.38
S455MNIN,Western Star 5700XE,2018,LNG,9.82
1URMO96H,Ford Transit,2023,Petrol,14.1
779U7C1A,Ram ProMaster,2021,Diesel,10.34
I14Z9PAT,Blue Bird All American,2006,Hybrid,20.4
7R90M1Y7,Arrival Van,2023,Petrol,9.69
FI23N7ZL,Chevrolet Silverado 4500HD,1931,Hybrid,17.83
2MM8WXUM,Hyundai XCIENT,2011,Petrol,17.67
0HGSC2GL,Arrival Van,2019,Diesel,10.89
4TR4GSE7,Mack Anthem,2018,Petrol,10.26
90Q5N5KX,Mercedes Sprinter,2000,Petrol,8.44
XE4A52PI,Isuzu NPR,2004,LNG,
MJEID1SD,International LT,2003,Hybrid,-4.1
SUJPMGS0,"Freightliner M2, Heavy Duty",2013,Petrol,16.89
WHITTVME,Hino 268,2002,Disel,19.14
BDTN0ABM,Ford F-750,2018,Diesel,9.74
UOOZ7PVY,Freightliner M2,2026,Electric,4.09
OU7NS1MJ,Volvo VNL,2008,Electric,0
QRT3MF3G,Mercedes Sprinter,2026,CNG,11.42
PPHOZB1U,Peterbilt 579,2011,LNG,11.05
IHT5DACJ,Peterbilt 579,2000,LNG,12.49
  1CGT431X  , Ram ProMaster , 2018 , Electric , 3.15 
6N93XH9L,Volvo VNL,2002,Electric,-5.33
6ZGYLKCS,Rivian EDV,2017,Diesel,11.66
Q4SM1560,Ram ProMaster,2026,Electric,5.03
WV20K9JX,Nikola Tre,2025,Hybrid,20.6
2TMQ8JU3,Thomas Saf-T-Liner,2015,LNG,9.45
6UFXTM05,Ram ProMaster,2003,LNG,11.15
HUPLQU3N,International LT,2000,Electric,3.96
E5C9SASJ,Arrival Van,2021,Hybrid,19.66
V23GXJ0M,Mercedes Sprinter,2019,Diesel,10.91
SRHX6NEI,Mercedes Sprinter,2009,Electric,2.95
5D95KIOU,N/A,2026,CNG,9.67
TEISVF56,Hino 268,2010,Petrol,-5.69
4FYPGPNE,Arrival Van,2015,Diesel,11.57
WGD90N0Y,Hino 268,2014,Diesel,12.31
OLQLOIMS,Peterbilt 579,2014,Hybrid,11.39
B0XM8L40,Rivian EDV,2026,Diesel,N/A
YY0YV8IY,Volvo VNL,2020,CNG,14.79
YDG1KI17,Ram ProMaster,2001,LNG,9.16
N327CTUS,Chevrolet Silverado 4500HD,2011,Petrol,11.91
H59G5HG5,Tesla Semi,2013,Hybrid,12.18
QY0GX662,IC Bus CE Series,2001,CNG,10.45
0VXT83EX,Western Star 5700XE,2009,LNG,10.99
6QFI2NCY,Ram ProMaster,2024,Electric,3.16
OMACI4IL,Hino 268,2015,Electric,3.96
JE2HNOB2,Volvo VNL,2025,Petrol,9.67
8L1Q6EV9,Arrival Van,2012,Petrol,13.91
J63HW22Z,Ram ProMaster,2024,Hybrid,11.0
NFDFZPTN,Arrival Van,2017,LNG,8.7
7XAOXWX8,Mercedes Sprinter,2023,Diesel,13.6
OH2WKJLF,International LT,2025,Petrol,7.04
V1TWBDCA,Volvo VNL,2010,Petrol,16.23
31T6ERQ5,Freightliner M2,2020,LNG,13.77
4EGNPC9V,Blue Bird All American,2022,CNG,10.17
WVVQZSXK,Hino 268,2025,LNG,9.52
JHLXQ71E,Chevrolet Silverado 4500HD,2009,CNG,8.54
B04A9YZ5,Ram ProMaster,2000,LNG,7.55
RC4RF66N,Hyundai XCIENT,2002,Petrol,14.56
BXNJ570J,Arrival Van,2026,LNG,13.13
R36E2Q2D,Rivian EDV,2025,LNG,9.72
64JY908Q,Peterbilt 579,2017,CNG,13.09
PNEI5ZRW,Tesla Semi,2014,LNG,9.77
16185IBJ,Nikola Tre,2001,LNG,11.09
332MY614,Ram ProMaster,2000,CNG,11.75
RXD356WA,Mack Anthem,2021,Petrol,7.79
GFB95KNU,IC Bus CE Series,2008,LNG,12.35
FV0QXKLR,Arrival Van,2004,Hybrid,11.45
B5N1WUHH,Volvo VNL,2019,Diesel,5.01
NN6G6DHZ,Kenworth T680,2011,CNG,8.4
D16YD6MO,IC Bus CE Series,2011,LNG,8.31
GYSPENGW,Rivian EDV,2020,CNG,15.45
4TJ0ZA1D,Isuzu NPR,2000,Hybrid,28
ZWKZWU72,Kenworth T680,2015,CNG,11.25
U4QDS0RC,Isuzu NPR,2013,Diesel,6.66
2XXZ38UW,Model XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,2012,Petrol,16.56
RS0RVIH3,Nikola Tre,2018,Hybrid,13.43
4VMTTWI7,Volvo VNL,2021,Electric,5.6
E25W6XNA,Freightliner M2,2001,CNG,13.95
NF2Q0CZ2,Nikola Tre,2014,Hybrid,10.3
14X,Peterbilt 579,2010,LNG,10.73
1DZ0OX2G,Nikola Tre,2017,Hybrid,10.7
SYL7LOBQ,Rivian EDV,2023,Petrol,17.48
O7DVRYSD,Kenworth T680,2006,Diesel,5.17
D4NRE6OR,International LT,2020,CNG,8.05
VJWZ1ZEA,Freightliner M2,2017,Electric,4.65
9ENGA01Y,Rivian EDV,2011,Hybrid,12.3
892Q3GAY,Mercedes Sprinter,2022,Petrol,16.03
6QFGSXW7,Ford Transit,2014,Hybrid,15.23
MTC6HZHG,Hyundai XCIENT,2004,Diesel,5.4456293924
C9QH1J5T,Freightliner M2,2021,LNG,7.46
5CYBRU85,Ford F-750,2006,Hybrid,21.45
,Tesla Semi,2002,Hybrid,21.68
JF3QTCQ2,Ford Transit,2002,LNG,11.91
Z11SSD49,Volvo VNL,2091,Hybrid,17.17
0IW99WS4,Kenworth T680,2026,Petrol,16.81
TX871L07,Mercedes Sprinter,2009,,1.02
7OXTKR79,Nikola Tre,2001,Petrol,15.37
O0ALEB1N,BYD 8TT,2019,LNG,11.19
YALD710Q,Mack Anthem,2019,Hybrid,10.83
YHYOB4ME,Ford F-750,2009,LNG,10.02
ZQFFKWRY,Chevrolet Silverado 4500HD,2007,Petrol,"7,84"
5M6XU2D1,Hyundai XCIENT,2074,Hybrid,14.04
XYALAOZZ,Ford F-750,2024,Electric,4.26
FZQJ2IA8,Volvo VNL,2022,Electric,3.44
XG66DOFT,NULL,2021,CNG,11.6
5FWK2JPK,Thomas Saf-T-Liner,2015,CNG,12.6
R6P0O1J1,BYD 8TT 中国,2003,Diesel,6.58
L6SO282D,IC Bus CE Series,2004,Hybrid,20.43
ON8ONG5U,Peterbilt 579,2004,Hybrid,13.88
96Q1L9GQ,Volvo VNL,2006,CNG,12.53
8WJPJZ65,IC Bus CE Series,2009,Petrol,9.79
PN5HYEK8,International LT,2012,Diesel,11.04
0K7D72G9,Western Star 5700XE,2002,Electric,4.12
ZZ3ZW0SD,Ford Transit,2016,Hybrid,14.84
JHYAX808,Western Star 5700XE,2007,Petrol,14.69
JLLZ90Z2,Mercedes Sprinter,2008,Hybrid,13.53
SF9H83D2,Kenworth T680,2017,Electric,22.54
VCFHDNP9,Western Star 5700XE,2007,Electric,4.92
26ASF3P9,Ram ProMaster,2021,Petrol,11.44
7RB0MDD0,Isuzu NPR,2016,LNG,13.73
6F973P1D,Hino 268,2009,LNG,11.07
DFYLFCOJ,Ford F-750,2007,Petrol,6.32
H1KJKFHF,Western Star 5700XE,2025,LNG,11.09
D5CXBBLN,Arrival Van,2001,CNG,9.42
7AE9DUV1,International LT,2015,Electric,3.3
QSWKUOMZ,Thomas Saf-T-Liner,2021,Diesel,14.17
OK0AR93J,BYD 8TT,2018,Diesel,6.91
2W8EWHDH,Hino 268,2015,LNG,8.93
FTI211WY,Rivian EDV,2015,LNG,12.51
POI92RI5,Blue Bird All American,2022,Electric,4.35
3L7046ZM,BYD 8TT 中国,2005,LNG,13.0
P8EQ8C53,Blue Bird All American,2008,LNG,10.7
ZFSEAGJ8,Ford F-750,2004,Electric,3.06
RYR2JOIY,Ram ProMaster,2017,Hybrid,19.52
BPBX2X02,Volvo VNL,2006,LNG,9.56
S5RM3834,Isuzu NPR,2019,Hybrid,21.58
YSTYJGCR,Chevrolet Silverado 4500HD,2026,CNG,9.81
JWU7SA7I,Peterbilt 579,2022,Diesel,7.29
3EVPZZB2,Ford F-750,2019,Petrol,6.77
IVNVGJTV,Isuzu NPR,2004,Petrol,11.81
46T5BC1U,Mack Anthem,2022,Diesel,13.78
I1S9CSG0,Nikola Tre,2026,LNG,13.12
4M3Z5A0K,Blue Bird All American,2004,Hybrid,20.69
2BMJTRCA,Blue Bird All American,2055,CNG,11.46
FZXTGYS2,Ram ProMaster,2000,LNG,9.29
TE19KTXR,Arrival Van,2019,Hybrid,16.38
1PO9O2M4,Western Star 5700XE,2012,Diesel,13.56
AJJJ33GI,Mercedes Sprinter,2025,Petrol,15.84
UEDXCKRI,Ford F-750,2012,hybrid,16.21
3JLZAU3G,Thomas Saf-T-Liner,2010,Hybrid,12.28
K820PZTS,Peterbilt 579,2002,Electric,3.58
YAI7D2IP,Tesla Semi,2011,Petrol,14.58
U0GQVFP4,Freightliner M2 – 特别版,2020,Hybrid,10.95
TLOBXYYK,Ford Transit,2026,CNG,15.39
KVTORP59,Arrival Van,2013,Hybrid,11.52
CN47DVCF,Thomas Saf-T-Liner,2006,Electric,5.94
MS0FAMWQ,Ford F-750,2026,Hybrid,17.11
HD1QSMPM,Volvo VNL,2003,Electric,5.58
R1BH0MH7,Rivian EDV,2024,Diesel,14.72
GE0B6FHQ,Chevrolet Silverado 4500HD,2009,Electric,12
NL1981FK,Hino 268,2013,Petrol,12.46
M5EVLDC6,Nikola Tre,2024,Electric,25.06
JFC7P7RG,Ram ProMaster,2022,CNG,10.52
XXN039O8,Ford Transit,2023,hybrid,1.23
J3VI0RRE,BYD 8TT,2021,Electric,5.64
LG0TFLWT,6974,2013,Electric,5.22
Y5AI1DV5,Volvo VNL,2006,LNG,7.91
H73GI3GU,Freightliner M2,2072,Hybrid,16.28
O0Q0I3VP,BYD 8TT,2010,Petrol,nan
ABKN37OK,Volvo VNL,2012,Electric,4.21
7C9ZVVC1,Kenworth T680,2013,Diesel,6.95
2HLJ9QG0,Arrival Van,2002,CNG,10.97
FZPZN8VZ,Arrival Van,2021,Diesel,11.29
LUEHOOKE,Isuzu NPR,2002,Diesel,7.18
D2DE9Q1C,Western Star 5700XE,2007,Petrol,14.46
XYHAHKMU,Thomas Saf-T-Liner,2002,Hybrid,17.55
25RWRZPS,Chevrolet Silverado 4500HD,2012,Electric,2.54
P3GUFCCH,Kenworth T680,2000,Electric,3.61
S7JZ4DZI,IC Bus CE Series,2012,CNG,10.56
L9CHPU5P,Western Star 5700XE,2013,Hybrid,14.2
LL6BWLQC,Volvo VNL,2005,CNG,8.08
GKKOOS7U,Western Star 5700XE,2000,Diesel,6.23
RTT097OQ,Volvo VNL,2014,Petrol,17.56
COAYUJUE,BYD 8TT 中国,2003,CNG,14.61
72T7UVKB,Rivian EDV,2022,Petrol,11.06
Q7J92D3C,Volvo VNL,2001,Hybrid,12.8
IKKOHDEL,Hino 268,2015,ELECTRIC,18.67
CJ37D6RC,Ford Transit,2015,Hybrid,17.16
VKVM53M2,Nikola Tre,2018,CNG,12.47
F0G520J9,Volvo VNL,N/A,LNG,12.58
KVIQN52V,Western Star 5700XE,2023,CNG,12.94
1NH1S0TU,Isuzu NPR,2025,LNG,12.53
UOBX9IIN,Kenworth T680,2007,Hybrid,17.88
5M3SITCI,Nikola Tre,2010,Petrol,18.0
0E7450J4,Freightliner M2,2022,LNG,11.74
5XGCNAYK,Rivian EDV,2011,Hybrid,14.52
1BYRL14A,International LT,2008,Diesel,12.92
MY7NL7UB,Thomas Saf-T-Liner,2006,Hybrid,18.47
GPP3SUYQ,IC Bus CE Series,2002,LNG,13.65
UILPO969,Blue Bird All American,2012,Electric,5.33
AWNQZ9BE,IC Bus CE Series,2021,CNG,8.87
W2HYLSAA,     ,2016,Petrol,7.29
ZI7PIHIO,Nikola Tre,2003,LNG,12.13
5Z7NJU5W,Western Star 5700XE,2004,Diesel,9068.35
61CR197G,Arrival Van,2005.0,CNG,11.48
IYZJHP4O,Mack Anthem,2012,Petrol,11.71
7ZT4FBA0,Hino 268,2009,Petrol,16.23
2GUL9EZ3,Peterbilt 579,2004,LNG,8.7
O5610JLP,Tesla Semi,2013,Electric,17.14
6HGWLKOB,Mercedes Sprinter,2008,Hybrid,14.3
6I7J840L,Kenworth T680,2010,CNG,15.31
983JC019,Peterbilt 579,2020,LNG,11.56
J7IVK0GO,Thomas Saf-T-Liner,2024,CNG,9.73
FP0YWTI4,Kenworth T680,2019,Petrol,13.21
99106AK3,IC Bus CE Series,2012,Electric,5.38
KLRM0AEY,Rivian EDV,2026,LNG,11.5
TUO1R35G,Freightliner M2,2024,LNG,12.24
  3KNAMW7P  , Nikola Tre , 2011 , Hybrid , 15.58 
Q44NGOZN,Arrival Van,2007,Petrol,11.36
C5I8H912,Freightliner M2,2026,Petrol,12.97
4ZMH43NV,Hyundai XCIENT,2012,Hybrid,20.93
JJJJJJJJ,Peterbilt 579,2011,LNG,11.89
DBIS380F,Volvo VNL,2022,CNG,8.06
ILPLSOS0,Isuzu NPR,2006,CNG,10.71
QE4SDXK5,Hyundai XCIENT,2025,Diesel,9.87
4VUVA1SI,Kenworth T680,2009,Diesel,6.22
RJLDIXVS,Mack Anthem,2011,Diesel,12.76
4BLDQLQ1,Hyundai XCIENT,2006,Electric,3.75
TA4PBW78,Isuzu NPR,2022,Electric,3.77
98DHTEZU,Western Star 5700XE,2015,Electric,5.47
YUR4SOR8,BYD 8TT,2021,Electric,3.73
319WNI6G,Hyundai XCIENT,2004,Petrol,16.31
K2OZ8GJB,Western Star 5700XE,2013,CNG,10.26
TSXK6819,Arrival Van,2004,Hybrid,19.59
XTC1A2F1,Hino 268,2025,Hybrid,11.6
35L3ASUL,Ford Transit,2025,Electric,5.8
USWRGVZ9,Freightliner M2,2003,Electric,2.58
NX1KHQKB,Ford F-750,2020,Diesel,6.42
SDCJMO3O,IC Bus CE Series,2000,LNG,7.52
PV33I7CV,Ford F-750,2014,Petrol,15.54
7HLSZM6V,Peterbilt 579,2009,Electric,4.5
1F3D0W64,Freightliner M2,2000,Diesel,11.38
RFO4EA0H,Hino 268,2024,Diesel,13.88
ABCBABTF,Freightliner M2,2022,LNG,9.8
,Freightliner M2,2026,CNG,13.99
LLILWWML,Peterbilt 579,2009,LNG,8.74
H1XCM1SM,Hino 268,2005,Petrol,14.72
LKA91AP0,Ford Transit,2019,Hybrid,14.56
MHTTB103,Arrival Van,2021,hybrid,24.55
VXHSHV1Y,Nikola Tre,2026,Petrol,12.5
QK2OM9BK,BYD 8TT,2021,Electric,3.41
8S63E1OC,Hino 268,2020,Petrol,7.52
V35JQGCI,Ram ProMaster,2005,LNG,-4.73
2I98NKHD,Chevrolet Silverado 4500HD,2016,LNG,7.14
4MLVW8BO,Tesla Semi,2012,Hybrid,20.41
ZSKU3OCG,Nikola Tre,2021,LNG,0
ZXDF7K8UN8WIGTHRE,Blue Bird All American,2009,Diesel,10.65
2KUGEORL,BYD 8TT,2021,Diesel,7.43
7T6LWWB4,NULL,2025,CNG,9.17
2CC95JYQ,Tesla Semi,2002,Hybrid,11.99
X86Y4IYT,Blue Bird All American,2015,LNG,8.93
K3ECXYIG,Thomas Saf-T-Liner,2012,Electric,5.22
MY9ZQD7Q,Peterbilt 579,2008,Diesel,5.52
WPVS7HZI,IC Bus CE Series,2004,CNG,13.37
ZQ7GBJWA,Nikola Tre,2016,Diesel,8.32
S3IFQS2T,Ford F-750,2014,petrol,19.51
DCZP0NWN,Tesla Semi,2024,LNG,8.9
1T04UBG0,Hyundai XCIENT,2016,Petrol,16.24
A4QVZC53,Peterbilt 579,2010,Electric,5.21
RCD1MCC6,Hino 268,2016,Diesel,14.74
0305OUL9,BYD 8TT,2003,CNG,13.64
YTGXU007,Volvo VNL,2022,Hybrid,10.35
2EHCALH9,Rivian EDV,2010,LNG,10.31
7002G3YU,Peterbilt 579,2019,Electric,4.75
BPPM7O9P,BYD 8TT,2010,Hybrid,12.77
DJOT30T8,Peterbilt 579,2021,CNG,14.28
2UW305PU,Ford Transit,2001,Hybrid,15.64
FU76ZWXO,Tesla Semi,2013,LNG,7.43
QNLJJNAG,Freightliner M2,2011,LNG,12.78
EFBJBQBO,Mack Anthem,2000.1,CNG,10.29
TNNC60T1,International LT,2014,LNG,10.2
CP22UR4A,Isuzu NPR,2013,lng,16.48
RIBCRCGO,Isuzu NPR,2008,Diesel,10.17
SZ32A4TM,Rivian EDV,2015,Petrol,7.62
ZJKO0MTG,Chevrolet Silverado 4500HD,2011,CNG,9.75
0Y6A481K,Ford Transit,2019,Petrol,9.38
9KMN6TOP,Rivian EDV,2022,lng,22.57
Q8BUP7HE,Blue Bird All American,2005,Cng,4.87
2MS5JWJS,Hino 268,2023,Electric,4.08
CSZFQP2J,Freightliner M2,2019,Diesel,7.1
GSOYDIOI,Arrival Van,2026,Diesel,unknown
   ,	, ,  , 
EICGYG96,Hyundai XCIENT,2008,Petrol,10.28
E3PVVC66,Thomas Saf-T-Liner,2004,Hybrid,12.73
IOOQ2UQ9,IC Bus CE Series,2001,Electric,5.32
FVFA5QUB,Ram ProMaster,2023,Hybrid,21.74
382KKZMP,Hino 268,2023,Diesel,9.79
,Tesla Semi,2009,Diesel,5.6
DF163LRI,Tesla Semi,2022,Hybrid,13.21
FAW2J6MT,Ford Transit,2011,Petrol,4
,,,,
X9NF2BN8,Ram ProMaster,2002,Electric,4.31
P8YP7JYO,IC Bus CE Series,2002,CNG,10.09
PL0KSIR3,International LT,2014,Diesel,13.53
U22WWVRN,Arrival Van,2021,Electric,2.91
0ZG0J1K5,Ford Transit,2097,Diesel,6.1
AALB30W8,Ford Transit,2017,Diesel,12.75
X4LT3L46,Thomas Saf-T-Liner,2015,Diesel,6.12
QFFL9X2M,Mack Anthem,2009,Petrol,14.82
RRCC7A3V,IC Bus CE Series,2026,Hybrid,17.07
LC8JPR7V,International LT,2020,Diesel,9.92
VK8DQQVN,Ford Transit,2020,Hybrid,14.0
HTL8SB85,Ford F-750,2004,Hybrid,14.32
6IIN141T,Freightliner M2,2015,Electric,4.91
LY2RKJ2L,Volvo VNL,2024,Hybrid,16.39
R7WCAN8M,Thomas Saf-T-Liner,2015,Diesel,5.37
